Year,ST,STATE,OCC_CODE,OCC_TITLE,,LOC_Q,A_MEAN,H_MEAN,TOT_EMP
2018,AZ,Arizona,15-1132,"Software Developers, Applications",,0.81,98670,47.44,14130
2018,AZ,Arizona,15-1133,"Software Developers, Systems Software",,1.47,103860,49.93,11500
2018,AZ,Arizona,15-1134,Web Developers,,0.99,70450,33.87,2440
2018,AZ,Arizona,15-1141,Database Administrators,,0.91,88670,42.63,1930
2018,AZ,Arizona,15-1142,Network and Computer Systems Administrators,,1.04,85850,41.27,7330
2018,AZ,Arizona,15-1143,Computer Network Architects,,0.87,101750,48.92,2550
2018,AZ,Arizona,15-1151,Computer User Support Specialists,,1.37,52090,25.04,16700
2018,AZ,Arizona,15-1152,Computer Network Support Specialists,,1.68,60550,29.11,5860
2018,AZ,Arizona,15-1199,"Computer Occupations, All Other",,1.24,85010,40.87,9150
2018,AR,Arkansas,15-0000,Computer and Mathematical Occupations,,0.63,68290,32.83,23160
2018,AR,Arkansas,15-1111,Computer and Information Research Scientists,,0.15,95220,45.78,40
2018,AR,Arkansas,15-1121,Computer Systems Analysts,,0.71,71990,34.61,3500
2018,AR,Arkansas,15-1122,Information Security Analysts,,0.98,81710,39.28,890
2018,AR,Arkansas,15-1131,Computer Programmers,,0.99,71540,34.39,1910
2018,AR,Arkansas,15-1132,"Software Developers, Applications",,0.52,87960,42.29,3910
2018,AR,Arkansas,15-1133,"Software Developers, Systems Software",,0.35,85830,41.27,1190
2018,AR,Arkansas,15-1134,Web Developers,,0.41,50930,24.49,430
2018,AR,Arkansas,15-1141,Database Administrators,,0.52,73600,35.38,480
2018,AR,Arkansas,15-1142,Network and Computer Systems Administrators,,0.82,65220,31.36,2510
2018,AR,Arkansas,15-1143,Computer Network Architects,,0.73,89840,43.19,930
2018,AR,Arkansas,15-1151,Computer User Support Specialists,,0.74,42180,20.28,3890
2018,AR,Arkansas,15-1152,Computer Network Support Specialists,,1.17,46170,22.2,1770
2018,AR,Arkansas,15-1199,"Computer Occupations, All Other",,0.22,73670,35.42,700
2018,CA,California,15-0000,Computer and Mathematical Occupations,,1.2,108190,52.01,616270
2018,CA,California,15-1111,Computer and Information Research Scientists,,2.07,136310,65.54,7300
2018,CA,California,15-1121,Computer Systems Analysts,,0.98,103930,49.97,67950
2018,CA,California,15-1122,Information Security Analysts,,0.62,110340,53.05,7830
2018,CA,California,15-1131,Computer Programmers,,1.1,97470,46.86,29740
2018,CA,California,15-1132,"Software Developers, Applications",,1.4,127950,61.51,148550
2018,CA,California,15-1133,"Software Developers, Systems Software",,1.87,131700,63.32,88910
2018,CA,California,15-1134,Web Developers,,1.35,86160,41.42,20170
2018,CA,California,15-1141,Database Administrators,,0.85,100890,48.5,10970
2018,CA,California,15-1142,Network and Computer Systems Administrators,,0.86,97810,47.02,36900
2018,CA,California,15-1143,Computer Network Architects,,0.93,127500,61.3,16650
2018,CA,California,15-1151,Computer User Support Specialists,,0.95,66350,31.9,70510
2018,CA,California,15-1152,Computer Network Support Specialists,,0.8,75640,36.36,17080
2018,CA,California,15-1199,"Computer Occupations, All Other",,1.67,103270,49.65,74690
2018,CO,Colorado,15-0000,Computer and Mathematical Occupations,,1.47,96880,46.58,116930
2018,CO,Colorado,15-1111,Computer and Information Research Scientists,,0.88,121180,58.26,480
2018,CO,Colorado,15-1121,Computer Systems Analysts,,0.81,96030,46.17,8680
2018,CO,Colorado,15-1122,Information Security Analysts,,1.83,102820,49.43,3590
2018,CO,Colorado,15-1131,Computer Programmers,,0.71,94750,45.55,2970
2018,CO,Colorado,15-1132,"Software Developers, Applications",,1.86,106730,51.31,30400
2018,CO,Colorado,15-1133,"Software Developers, Systems Software",,1.52,124410,59.81,11170
2018,CO,Colorado,15-1134,Web Developers,,1.08,78790,37.88,2490
2018,CO,Colorado,15-1141,Database Administrators,,1.36,91410,43.95,2710
2018,CO,Colorado,15-1142,Network and Computer Systems Administrators,,1.75,84170,40.46,11610
2018,CO,Colorado,15-1143,Computer Network Architects,,2.19,115300,55.44,6040
2018,CO,Colorado,15-1151,Computer User Support Specialists,,1.26,60440,29.06,14390
2018,CO,Colorado,15-1152,Computer Network Support Specialists,,1.11,73950,35.55,3660
2018,CO,Colorado,15-1199,"Computer Occupations, All Other",,2.38,102470,49.27,16440
2018,CT,Connecticut,15-0000,Computer and Mathematical Occupations,,0.96,92590,44.51,48420
2018,CT,Connecticut,15-1111,Computer and Information Research Scientists,,0.15,117990,56.72,50
2018,CT,Connecticut,15-1121,Computer Systems Analysts,,1.02,94530,45.45,6860
2018,CT,Connecticut,15-1122,Information Security Analysts,,0.79,112900,54.28,980
2018,CT,Connecticut,15-1131,Computer Programmers,,1.56,93370,44.89,4110
2018,CT,Connecticut,15-1132,"Software Developers, Applications",,1.11,105500,50.72,11540
2018,CT,Connecticut,15-1133,"Software Developers, Systems Software",,0.77,102440,49.25,3560
2018,CT,Connecticut,15-1134,Web Developers,,0.83,78200,37.6,1210
2018,CT,Connecticut,15-1141,Database Administrators,,1.03,100570,48.35,1300
2018,CT,Connecticut,15-1142,Network and Computer Systems Administrators,,0.69,93230,44.82,2890
2018,CT,Connecticut,15-1143,Computer Network Architects,,0.77,122200,58.75,1350
2018,CT,Connecticut,15-1151,Computer User Support Specialists,,1.26,59990,28.84,9150
2018,CT,Connecticut,15-1152,Computer Network Support Specialists,,0.46,79880,38.4,970
2018,CT,Connecticut,15-1199,"Computer Occupations, All Other",,0.39,100340,48.24,1700
2018,DE,Delaware,15-0000,Computer and Mathematical Occupations,,1.26,93550,44.98,17120
2018,DE,Delaware,15-1121,Computer Systems Analysts,,1.39,96460,46.38,2530
2018,DE,Delaware,15-1122,Information Security Analysts,,1.74,106780,51.34,580
2018,DE,Delaware,15-1131,Computer Programmers,,1.55,80260,38.59,1110
2018,DE,Delaware,15-1132,"Software Developers, Applications",,1.71,106730,51.31,4790
2018,DE,Delaware,15-1134,Web Developers,,0.94,72070,34.65,370
2018,DE,Delaware,15-1141,Database Administrators,,2.5,92460,44.45,850
2018,DE,Delaware,15-1142,Network and Computer Systems Administrators,,1.21,80990,38.94,1370
2018,DE,Delaware,15-1143,Computer Network Architects,,1.33,126990,61.05,630
2018,DE,Delaware,15-1151,Computer User Support Specialists,,0.93,58780,28.26,1830
2018,DE,Delaware,15-1152,Computer Network Support Specialists,,0.79,60840,29.25,440
2018,DC,District of Columbia,15-0000,Computer and Mathematical Occupations,,1.95,108600,52.21,42120
2018,DC,District of Columbia,15-1111,Computer and Information Research Scientists,,3.23,127900,61.49,480
2018,DC,District of Columbia,15-1121,Computer Systems Analysts,,1.26,106790,51.34,3630
2018,DC,District of Columbia,15-1122,Information Security Analysts,,3.13,118080,56.77,1660
2018,DC,District of Columbia,15-1131,Computer Programmers,,0.96,105200,50.58,1090
2018,DC,District of Columbia,15-1132,"Software Developers, Applications",,0.57,112510,54.09,2520
2018,DC,District of Columbia,15-1133,"Software Developers, Systems Software",,1.35,115610,55.58,2690
2018,DC,District of Columbia,15-1134,Web Developers,,1.94,87320,41.98,1220
2018,DC,District of Columbia,15-1141,Database Administrators,,1.57,95710,46.01,850
2018,DC,District of Columbia,15-1142,Network and Computer Systems Administrators,,1.09,99920,48.04,1960
2018,DC,District of Columbia,15-1143,Computer Network Architects,,1.35,123200,59.23,1010
2018,DC,District of Columbia,15-1151,Computer User Support Specialists,,1.32,71020,34.14,4110
2018,DC,District of Columbia,15-1152,Computer Network Support Specialists,,0.52,88700,42.64,460
2018,DC,District of Columbia,15-1199,"Computer Occupations, All Other",,9.61,117540,56.51,18040
2018,FL,Florida,15-0000,Computer and Mathematical Occupations,,0.79,78780,37.87,206930
2018,FL,Florida,15-1111,Computer and Information Research Scientists,,0.3,101120,48.62,540
2018,FL,Florida,15-1121,Computer Systems Analysts,,0.71,85050,40.89,24970
2018,FL,Florida,15-1122,Information Security Analysts,,0.87,91950,44.21,5600
2018,FL,Florida,15-1131,Computer Programmers,,0.76,78890,37.93,10390
2018,FL,Florida,15-1132,"Software Developers, Applications",,0.71,95610,45.97,38160
2018,FL,Florida,15-1133,"Software Developers, Systems Software",,0.72,102590,49.32,17270
2018,FL,Florida,15-1134,Web Developers,,0.95,64160,30.85,7190
2018,FL,Florida,15-1141,Database Administrators,,1.07,86870,41.76,6980
2018,FL,Florida,15-1142,Network and Computer Systems Administrators,,0.86,79070,38.02,18780
2018,FL,Florida,15-1143,Computer Network Architects,,1.13,91180,43.84,10280
2018,FL,Florida,15-1151,Computer User Support Specialists,,1.11,49260,23.68,41560
2018,FL,Florida,15-1152,Computer Network Support Specialists,,0.8,61040,29.34,8580
2018,FL,Florida,15-1199,"Computer Occupations, All Other",,0.49,78900,37.94,11060
2018,GA,Georgia,15-0000,Computer and Mathematical Occupations,,1.12,88590,42.59,148690
2018,GA,Georgia,15-1111,Computer and Information Research Scientists,,0.75,100140,48.14,690
2018,GA,Georgia,15-1121,Computer Systems Analysts,,1.07,91060,43.78,19160
2018,GA,Georgia,15-1122,Information Security Analysts,,0.89,94490,45.43,2910
2018,GA,Georgia,15-1131,Computer Programmers,,0.78,92390,44.42,5460
2018,GA,Georgia,15-1132,"Software Developers, Applications",,1.11,105240,50.6,30440
2018,GA,Georgia,15-1133,"Software Developers, Systems Software",,1.05,105100,50.53,12910
2018,GA,Georgia,15-1134,Web Developers,,0.65,80090,38.5,2510
2018,GA,Georgia,15-1141,Database Administrators,,1.28,92090,44.28,4280
2018,GA,Georgia,15-1142,Network and Computer Systems Administrators,,0.9,86910,41.78,10040
2018,GA,Georgia,15-1143,Computer Network Architects,,1.16,114240,54.92,5390
2018,GA,Georgia,15-1151,Computer User Support Specialists,,1.15,53090,25.52,22090
2018,GA,Georgia,15-1152,Computer Network Support Specialists,,1.2,70820,34.05,6620
2018,GA,Georgia,15-1199,"Computer Occupations, All Other",,1.86,90140,43.34,21500
2018,HI,Hawaii,15-0000,Computer and Mathematical Occupations,,0.52,80570,38.74,10030
2018,HI,Hawaii,15-1111,Computer and Information Research Scientists,,1.11,107520,51.69,150
2018,HI,Hawaii,15-1121,Computer Systems Analysts,,0.58,80100,38.51,1500
2018,HI,Hawaii,15-1122,Information Security Analysts,,0.47,91520,44,230
2018,HI,Hawaii,15-1131,Computer Programmers,,0.52,72370,34.8,530
2018,HI,Hawaii,15-1132,"Software Developers, Applications",,0.18,84340,40.55,720
2018,HI,Hawaii,15-1133,"Software Developers, Systems Software",,0.57,97510,46.88,1030
2018,HI,Hawaii,15-1134,Web Developers,,0.52,62710,30.15,290
2018,HI,Hawaii,15-1141,Database Administrators,,0.81,90380,43.45,390
2018,HI,Hawaii,15-1142,Network and Computer Systems Administrators,,0.72,86530,41.6,1170
2018,HI,Hawaii,15-1143,Computer Network Architects,,0.58,98880,47.54,400
2018,HI,Hawaii,15-1151,Computer User Support Specialists,,0.41,47990,23.07,1150
2018,HI,Hawaii,15-1152,Computer Network Support Specialists,,0.86,61260,29.45,690
2018,HI,Hawaii,15-1199,"Computer Occupations, All Other",,0.88,89960,43.25,1490
2018,ID,Idaho,15-0000,Computer and Mathematical Occupations,,0.68,71910,34.57,14610
2018,ID,Idaho,15-1111,Computer and Information Research Scientists,,1.05,137180,65.95,150
2018,ID,Idaho,15-1121,Computer Systems Analysts,,0.52,78550,37.76,1500
2018,ID,Idaho,15-1122,Information Security Analysts,,0.74,86590,41.63,390
2018,ID,Idaho,15-1131,Computer Programmers,,0.54,76500,36.78,610
2018,ID,Idaho,15-1132,"Software Developers, Applications",,0.64,86680,41.67,2800
2018,ID,Idaho,15-1133,"Software Developers, Systems Software",,0.46,97310,46.78,910
2018,ID,Idaho,15-1134,Web Developers,,1.01,54720,26.31,630
2018,ID,Idaho,15-1141,Database Administrators,,0.92,69280,33.31,490
2018,ID,Idaho,15-1142,Network and Computer Systems Administrators,,0.79,66930,32.18,1410
2018,ID,Idaho,15-1143,Computer Network Architects,,0.81,*,*,610
2018,ID,Idaho,15-1151,Computer User Support Specialists,,1.05,48990,23.55,3230
2018,ID,Idaho,15-1152,Computer Network Support Specialists,,0.53,50020,24.05,470
2018,ID,Idaho,15-1199,"Computer Occupations, All Other",,0.42,80610,38.75,790
2018,IL,Illinois,15-0000,Computer and Mathematical Occupations,,0.98,87720,42.17,177530
2018,IL,Illinois,15-1111,Computer and Information Research Scientists,,0.4,113350,54.5,500
2018,IL,Illinois,15-1121,Computer Systems Analysts,,1.16,89370,42.97,28130
2018,IL,Illinois,15-1122,Information Security Analysts,,0.85,98640,47.42,3780
2018,IL,Illinois,15-1131,Computer Programmers,,1.19,91860,44.16,11350
2018,IL,Illinois,15-1132,"Software Developers, Applications",,0.82,96610,46.45,30500
2018,IL,Illinois,15-1133,"Software Developers, Systems Software",,1.02,108570,52.2,17130
2018,IL,Illinois,15-1134,Web Developers,,0.98,74420,35.78,5180
2018,IL,Illinois,15-1141,Database Administrators,,0.78,96230,46.26,3570
2018,IL,Illinois,15-1142,Network and Computer Systems Administrators,,0.77,86290,41.49,11640
2018,IL,Illinois,15-1143,Computer Network Architects,,0.84,114780,55.18,5310
2018,IL,Illinois,15-1151,Computer User Support Specialists,,0.95,53020,25.49,24920
2018,IL,Illinois,15-1152,Computer Network Support Specialists,,1.32,65830,31.65,9940
2018,IL,Illinois,15-1199,"Computer Occupations, All Other",,1.05,*,*,16590
2018,IN,Indiana,15-0000,Computer and Mathematical Occupations,,0.64,75100,36.11,59060
2018,IN,Indiana,15-1111,Computer and Information Research Scientists,,0.39,107150,51.52,250
2018,IN,Indiana,15-1121,Computer Systems Analysts,,0.79,79750,38.34,9760
2018,IN,Indiana,15-1122,Information Security Analysts,,0.46,80080,38.5,1040
2018,IN,Indiana,15-1131,Computer Programmers,,1.03,80850,38.87,5010
2018,IN,Indiana,15-1132,"Software Developers, Applications",,0.51,88570,42.58,9770
2018,IN,Indiana,15-1133,"Software Developers, Systems Software",,0.42,90850,43.68,3610
2018,IN,Indiana,15-1134,Web Developers,,0.63,59870,28.79,1690
2018,IN,Indiana,15-1141,Database Administrators,,0.68,74340,35.74,1570
2018,IN,Indiana,15-1142,Network and Computer Systems Administrators,,0.87,75500,36.3,6710
2018,IN,Indiana,15-1143,Computer Network Architects,,1.13,88210,42.41,3620
2018,IN,Indiana,15-1151,Computer User Support Specialists,,0.77,46990,22.59,10270
2018,IN,Indiana,15-1152,Computer Network Support Specialists,,0.35,60770,29.21,1330
2018,IN,Indiana,15-1199,"Computer Occupations, All Other",,0.33,79310,38.13,2610
2018,IA,Iowa,15-0000,Computer and Mathematical Occupations,,0.78,78720,37.84,36530
2018,IA,Iowa,15-1121,Computer Systems Analysts,,1.17,84300,40.53,7330
2018,IA,Iowa,15-1122,Information Security Analysts,,0.57,83030,39.92,660
2018,IA,Iowa,15-1131,Computer Programmers,,0.62,78940,37.95,1520
2018,IA,Iowa,15-1132,"Software Developers, Applications",,0.73,88570,42.58,6990
2018,IA,Iowa,15-1133,"Software Developers, Systems Software",,0.61,91920,44.19,2650
2018,IA,Iowa,15-1134,Web Developers,,0.81,58340,28.05,1100
2018,IA,Iowa,15-1141,Database Administrators,,0.54,90540,43.53,630
2018,IA,Iowa,15-1142,Network and Computer Systems Administrators,,0.89,74940,36.03,3480
2018,IA,Iowa,15-1143,Computer Network Architects,,0.76,119590,57.5,1240
2018,IA,Iowa,15-1151,Computer User Support Specialists,,0.66,49100,23.61,4460
2018,IA,Iowa,15-1152,Computer Network Support Specialists,,1.25,55690,26.78,2420
2018,IA,Iowa,15-1199,"Computer Occupations, All Other",,0.58,78810,37.89,2350
2018,KS,Kansas,15-0000,Computer and Mathematical Occupations,,0.83,73230,35.21,34560
2018,KS,Kansas,15-1111,Computer and Information Research Scientists,,0.34,94300,45.34,100
2018,KS,Kansas,15-1121,Computer Systems Analysts,,0.86,78520,37.75,4810
2018,KS,Kansas,15-1122,Information Security Analysts,,0.74,86160,41.42,760
2018,KS,Kansas,15-1131,Computer Programmers,,0.7,75780,36.44,1530
2018,KS,Kansas,15-1132,"Software Developers, Applications",,0.65,85380,41.05,5570
2018,KS,Kansas,15-1133,"Software Developers, Systems Software",,0.49,94240,45.31,1870
2018,KS,Kansas,15-1134,Web Developers,,0.71,62850,30.22,860
2018,KS,Kansas,15-1141,Database Administrators,,0.7,82430,39.63,730
2018,KS,Kansas,15-1142,Network and Computer Systems Administrators,,1.67,75940,36.51,5820
2018,KS,Kansas,15-1143,Computer Network Architects,,1.11,93670,45.03,1600
2018,KS,Kansas,15-1151,Computer User Support Specialists,,1.24,45360,21.81,7420
2018,KS,Kansas,15-1152,Computer Network Support Specialists,,0.53,50690,24.37,910
2018,KS,Kansas,15-1199,"Computer Occupations, All Other",,0.37,79300,38.12,1340
2018,KY,Kentucky,15-0000,Computer and Mathematical Occupations,,0.57,70890,34.08,32450
2018,KY,Kentucky,15-1121,Computer Systems Analysts,,0.56,71500,34.38,4310
2018,KY,Kentucky,15-1122,Information Security Analysts,,0.56,83890,40.33,800
2018,KY,Kentucky,15-1131,Computer Programmers,,0.42,72190,34.71,1270
2018,KY,Kentucky,15-1132,"Software Developers, Applications",,0.48,86300,41.49,5700
2018,KY,Kentucky,15-1133,"Software Developers, Systems Software",,0.44,84300,40.53,2300
2018,KY,Kentucky,15-1134,Web Developers,,0.68,71610,34.43,1130
2018,KY,Kentucky,15-1141,Database Administrators,,0.67,78310,37.65,960
2018,KY,Kentucky,15-1142,Network and Computer Systems Administrators,,0.67,64320,30.92,3190
2018,KY,Kentucky,15-1143,Computer Network Architects,,0.58,77950,37.48,1160
2018,KY,Kentucky,15-1151,Computer User Support Specialists,,0.75,48700,23.42,6180
2018,KY,Kentucky,15-1152,Computer Network Support Specialists,,0.64,57890,27.83,1510
2018,KY,Kentucky,15-1199,"Computer Occupations, All Other",,0.5,79420,38.19,2500
2018,LA,Louisiana,15-0000,Computer and Mathematical Occupations,,0.35,66850,32.14,20480
2018,LA,Louisiana,15-1111,Computer and Information Research Scientists,,0.19,89810,43.18,80
2018,LA,Louisiana,15-1121,Computer Systems Analysts,,0.27,72560,34.88,2060
2018,LA,Louisiana,15-1122,Information Security Analysts,,0.35,74350,35.74,500
2018,LA,Louisiana,15-1131,Computer Programmers,,0.7,77450,37.23,2150
2018,LA,Louisiana,15-1132,"Software Developers, Applications",,0.1,81640,39.25,1190
2018,LA,Louisiana,15-1133,"Software Developers, Systems Software",,0.24,76200,36.63,1300
2018,LA,Louisiana,15-1134,Web Developers,,0.29,55310,26.59,500
2018,LA,Louisiana,15-1141,Database Administrators,,0.32,90420,43.47,460
2018,LA,Louisiana,15-1142,Network and Computer Systems Administrators,,0.53,68380,32.87,2540
2018,LA,Louisiana,15-1143,Computer Network Architects,,0.19,79560,38.25,380
2018,LA,Louisiana,15-1151,Computer User Support Specialists,,0.42,47570,22.87,3480
2018,LA,Louisiana,15-1152,Computer Network Support Specialists,,0.55,55650,26.75,1320
2018,LA,Louisiana,15-1199,"Computer Occupations, All Other",,0.8,66600,32.02,4050
2018,ME,Maine,15-0000,Computer and Mathematical Occupations,,0.67,77440,37.23,12270
2018,ME,Maine,15-1121,Computer Systems Analysts,,0.79,81670,39.26,1950
2018,ME,Maine,15-1122,Information Security Analysts,,0.5,82270,39.55,230
2018,ME,Maine,15-1131,Computer Programmers,,0.81,84830,40.78,780
2018,ME,Maine,15-1132,"Software Developers, Applications",,0.6,90190,43.36,2270
2018,ME,Maine,15-1133,"Software Developers, Systems Software",,0.22,98580,47.4,380
2018,ME,Maine,15-1134,Web Developers,,0.79,60290,28.99,420
2018,ME,Maine,15-1141,Database Administrators,,0.54,76540,36.8,250
2018,ME,Maine,15-1142,Network and Computer Systems Administrators,,0.74,76780,36.91,1130
2018,ME,Maine,15-1143,Computer Network Architects,,0.97,97890,47.06,620
2018,ME,Maine,15-1151,Computer User Support Specialists,,0.78,51930,24.96,2060
2018,ME,Maine,15-1152,Computer Network Support Specialists,,0.94,63800,30.68,720
2018,ME,Maine,15-1199,"Computer Occupations, All Other",,0.56,79790,38.36,890
2018,MD,Maryland,15-0000,Computer and Mathematical Occupations,,1.58,100560,48.35,128230
2018,MD,Maryland,15-1111,Computer and Information Research Scientists,,5.2,119180,57.3,2900
2018,MD,Maryland,15-1121,Computer Systems Analysts,,1.68,97720,46.98,18340
2018,MD,Maryland,15-1122,Information Security Analysts,,2.49,107960,51.9,4990
2018,MD,Maryland,15-1131,Computer Programmers,,1.12,93000,44.71,4790
2018,MD,Maryland,15-1132,"Software Developers, Applications",,0.76,108850,52.33,12780
2018,MD,Maryland,15-1133,"Software Developers, Systems Software",,2.05,119860,57.63,15430
2018,MD,Maryland,15-1134,Web Developers,,1.32,78030,37.51,3110
2018,MD,Maryland,15-1141,Database Administrators,,1.83,85240,40.98,3740
2018,MD,Maryland,15-1142,Network and Computer Systems Administrators,,2.39,108190,52.01,16220
2018,MD,Maryland,15-1143,Computer Network Architects,,1.88,121720,58.52,5340
2018,MD,Maryland,15-1151,Computer User Support Specialists,,0.91,54880,26.38,10620
2018,MD,Maryland,15-1152,Computer Network Support Specialists,,2.42,73360,35.27,8130
2018,MD,Maryland,15-1199,"Computer Occupations, All Other",,1.94,113330,54.49,13720
2018,MA,Massachusetts,15-0000,Computer and Mathematical Occupations,,1.31,98630,47.42,141450
2018,MA,Massachusetts,15-1111,Computer and Information Research Scientists,,0.97,116920,56.21,720
2018,MA,Massachusetts,15-1121,Computer Systems Analysts,,1.02,94510,45.44,14790
2018,MA,Massachusetts,15-1122,Information Security Analysts,,1.22,108400,52.11,3260
2018,MA,Massachusetts,15-1131,Computer Programmers,,0.78,95380,45.85,4420
2018,MA,Massachusetts,15-1132,"Software Developers, Applications",,1.31,109130,52.47,29110
2018,MA,Massachusetts,15-1133,"Software Developers, Systems Software",,2.55,117760,56.62,25540
2018,MA,Massachusetts,15-1134,Web Developers,,1.34,84300,40.53,4220
2018,MA,Massachusetts,15-1141,Database Administrators,,1.07,98620,47.41,2900
2018,MA,Massachusetts,15-1142,Network and Computer Systems Administrators,,0.98,91470,43.98,8880
2018,MA,Massachusetts,15-1143,Computer Network Architects,,1.59,121700,58.51,6000
2018,MA,Massachusetts,15-1151,Computer User Support Specialists,,1.24,63860,30.7,19360
2018,MA,Massachusetts,15-1152,Computer Network Support Specialists,,0.8,84230,40.49,3600
2018,MA,Massachusetts,15-1199,"Computer Occupations, All Other",,1.19,92110,44.28,11190
2018,MI,Michigan,15-0000,Computer and Mathematical Occupations,,0.86,79280,38.11,112890
2018,MI,Michigan,15-1111,Computer and Information Research Scientists,,0.16,103350,49.69,140
2018,MI,Michigan,15-1121,Computer Systems Analysts,,0.88,83900,40.34,15420
2018,MI,Michigan,15-1122,Information Security Analysts,,0.45,93850,45.12,1460
2018,MI,Michigan,15-1131,Computer Programmers,,0.58,76450,36.76,3960
2018,MI,Michigan,15-1132,"Software Developers, Applications",,1.1,92260,44.36,29540
2018,MI,Michigan,15-1133,"Software Developers, Systems Software",,0.85,88560,42.58,10320
2018,MI,Michigan,15-1134,Web Developers,,0.71,67000,32.21,2690
2018,MI,Michigan,15-1141,Database Administrators,,0.86,83900,40.34,2820
2018,MI,Michigan,15-1142,Network and Computer Systems Administrators,,0.66,77580,37.3,7240
2018,MI,Michigan,15-1143,Computer Network Architects,,0.73,100710,48.42,3300
2018,MI,Michigan,15-1151,Computer User Support Specialists,,1.01,50640,24.35,19090
2018,MI,Michigan,15-1152,Computer Network Support Specialists,,0.51,60470,29.07,2780
2018,MI,Michigan,15-1199,"Computer Occupations, All Other",,0.96,76400,36.73,10900
2018,MN,Minnesota,15-0000,Computer and Mathematical Occupations,,1.11,87350,42,96020
2018,MN,Minnesota,15-1111,Computer and Information Research Scientists,,0.41,129890,62.45,240
2018,MN,Minnesota,15-1121,Computer Systems Analysts,,1.61,92920,44.67,18710
2018,MN,Minnesota,15-1122,Information Security Analysts,,1.25,97040,46.65,2690
2018,MN,Minnesota,15-1131,Computer Programmers,,0.99,86710,41.69,4520
2018,MN,Minnesota,15-1132,"Software Developers, Applications",,1.12,96750,46.52,19970
2018,MN,Minnesota,15-1133,"Software Developers, Systems Software",,0.8,110460,53.11,6460
2018,MN,Minnesota,15-1134,Web Developers,,1.1,79690,38.31,2780
2018,MN,Minnesota,15-1141,Database Administrators,,1.01,91110,43.8,2210
2018,MN,Minnesota,15-1142,Network and Computer Systems Administrators,,1.05,85620,41.16,7610
2018,MN,Minnesota,15-1143,Computer Network Architects,,1.04,110330,53.04,3150
2018,MN,Minnesota,15-1151,Computer User Support Specialists,,1.03,55560,26.71,12910
2018,MN,Minnesota,15-1152,Computer Network Support Specialists,,1.1,62130,29.87,3970
2018,MN,Minnesota,15-1199,"Computer Occupations, All Other",,0.82,81650,39.26,6200
2018,MS,Mississippi,15-0000,Computer and Mathematical Occupations,,0.36,69920,33.62,12380
2018,MS,Mississippi,15-1111,Computer and Information Research Scientists,,1.44,95860,46.09,340
2018,MS,Mississippi,15-1121,Computer Systems Analysts,,0.44,66790,32.11,2010
